chr,start,end,arm,gc,map,filtered.bases
chr2,230000001,231000000,2q,0.406805,0.984656157564809,318
chr2,231000001,232000000,2q,0.431422,0.97626282146356,0
chr2,232000001,233000000,2q,0.462026,0.965432477838986,117
chr2,233000001,234000000,2q,0.473004,0.967290402293847,0
chr2,234000001,235000000,2q,0.418147,0.970705686155195,0
chr2,235000001,236000000,2q,0.447245,0.975353862600091,0
chr2,236000001,237000000,2q,0.460476,0.992049079255752,0
chr2,237000001,238000000,2q,0.455199,0.981778045054057,484
chr2,238000001,239000000,2q,0.458415,0.981632517073024,38
chr2,239000001,240000000,2q,0.470526,0.984158407513144,49
chr2,240000001,241000000,2q,0.4866,0.985349766517008,0
chr2,241000001,242000000,2q,0.531426,0.968381017265357,181
chr2,242000001,243000000,2q,0.50787,0.970214156214568,0
chr3,1000001,2000000,3p,0.366078,0.966265827362044,0
chr3,2000001,3000000,3p,0.376935,0.979612538344892,0
chr3,3000001,4000000,3p,0.394239,0.971432351324918,0
chr3,4000001,5000000,3p,0.408256,0.957606985396164,24
chr3,5000001,6000000,3p,0.407686,0.966956413858471,34
chr3,6000001,7000000,3p,0.37339,0.951306665224862,0
chr3,7000001,8000000,3p,0.381053,0.989254583357499,0
chr3,8000001,9000000,3p,0.418322,0.961036649774718,0
chr3,9000001,10000000,3p,0.46062,0.983402262887276,105
chr3,10000001,11000000,3p,0.477105,0.977434143660962,0
chr3,11000001,12000000,3p,0.448029,0.973094159076753,0
chr3,12000001,13000000,3p,0.442599,0.980181946837128,0
chr3,13000001,14000000,3p,0.509658,0.98768145352837,0
chr3,14000001,15000000,3p,0.470275,0.977188443714651,0
chr3,15000001,16000000,3p,0.419067,0.956241257324539,66
chr3,16000001,17000000,3p,0.41459,0.977042636823433,0
chr3,17000001,18000000,3p,0.383028,0.966920709715516,0
chr3,18000001,19000000,3p,0.373464,0.970307529606815,187
chr3,19000001,20000000,3p,0.374026,0.938379024209229,0
chr3,20000001,21000000,3p,0.378424,0.975015937629387,0
chr3,21000001,22000000,3p,0.365488,0.968817261449909,0
chr3,22000001,23000000,3p,0.367384,0.947677724171814,113
chr3,23000001,24000000,3p,0.399509,0.969138770394313,70
chr3,24000001,25000000,3p,0.385335,0.970708444726361,62
chr3,25000001,26000000,3p,0.387421,0.983893844596797,0
chr3,26000001,27000000,3p,0.380924,0.934846257619044,0
chr3,27000001,28000000,3p,0.39412,0.974851178166655,146
chr3,28000001,29000000,3p,0.373853,0.96969538276782,0
chr3,29000001,30000000,3p,0.363987,0.978443907206483,0
chr3,30000001,31000000,3p,0.380484,0.972419829013541,0
chr3,31000001,32000000,3p,0.401697,0.9936957818421,0
chr3,32000001,33000000,3p,0.432519,0.972998336260962,0
chr3,33000001,34000000,3p,0.40144,0.974956791213236,0
chr3,34000001,35000000,3p,0.383963,0.958442030306484,0
chr3,35000001,36000000,3p,0.360941,0.963236205032569,0
chr3,36000001,37000000,3p,0.394097,0.966464431731814,0
chr3,37000001,38000000,3p,0.422875,0.978910139907362,0
chr3,38000001,39000000,3p,0.446812,0.965559951509235,0
chr3,39000001,40000000,3p,0.416413,0.958448621970621,0
chr3,40000001,41000000,3p,0.414856,0.949605322245708,32
chr3,41000001,42000000,3p,0.400692,0.954842632459112,0
chr3,42000001,43000000,3p,0.447351,0.976559511505936,0
chr3,43000001,44000000,3p,0.424086,0.959713598607564,0
chr3,44000001,45000000,3p,0.4256,0.980333699051316,0
chr3,45000001,46000000,3p,0.444255,0.991338041018907,85
chr3,46000001,47000000,3p,0.452365,0.966442704439463,0
chr3,47000001,48000000,3p,0.454404,0.979027185615744,0
chr3,48000001,49000000,3p,0.476658,0.97477992443828,0
chr3,49000001,50000000,3p,0.497381,0.975981928045432,750
chr3,50000001,51000000,3p,0.490973,0.972818912354689,0
chr3,51000001,52000000,3p,0.436404,0.947714152515574,0
chr3,52000001,53000000,3p,0.498582,0.990711703570095,0
chr3,53000001,54000000,3p,0.448402,0.973788009585986,0
chr3,54000001,55000000,3p,0.425481,0.969008287926353,0
chr3,55000001,56000000,3p,0.415527,0.970417039976328,0
chr3,56000001,57000000,3p,0.404243,0.976040175693131,0
chr3,57000001,58000000,3p,0.417583,0.970903320288568,60
chr3,58000001,59000000,3p,0.438475,0.950236455018493,0
chr3,59000001,60000000,3p,0.400318,0.97635604255171,0
chr3,60000001,61000000,3p,0.38497,0.979553122824947,0
chr3,61000001,62000000,3p,0.401747,0.971281010566685,0
chr3,62000001,63000000,3p,0.401184,0.989595261512346,0
chr3,63000001,64000000,3p,0.393011,0.956737911019327,0
chr3,64000001,65000000,3p,0.407347,0.985053636929387,0
chr3,65000001,66000000,3p,0.400234,0.976024343961272,0
chr3,66000001,67000000,3p,0.37352,0.980284561183655,0
chr3,67000001,68000000,3p,0.387435,0.9699066515897,131
chr3,68000001,69000000,3p,0.38596,0.974794561113299,0
chr3,69000001,70000000,3p,0.401051,0.978592780567406,0
chr3,70000001,71000000,3p,0.376929,0.963542094609447,0
chr3,71000001,72000000,3p,0.41498,0.993065604234389,0
chr3,72000001,73000000,3p,0.442333,0.986329298459577,0
chr3,73000001,74000000,3p,0.409036,0.981366378560459,0
chr3,74000001,75000000,3p,0.370232,0.9658416358659,0
chr3,75000001,76000000,3p,0.409534,0.855252439193189,3007
chr3,76000001,77000000,3p,0.356015,0.975949315199569,0
chr3,77000001,78000000,3p,0.360364,0.979551928635903,0
chr3,78000001,79000000,3p,0.362132,0.967744539274706,0
chr3,79000001,80000000,3p,0.350385,0.979716162142477,40
chr3,80000001,81000000,3p,0.347421,0.972931644184898,4142
chr3,81000001,82000000,3p,0.360142,0.97350997510214,16827
chr3,82000001,83000000,3p,0.353767,0.966148466376152,0
chr3,83000001,84000000,3p,0.339203,0.982266353312248,0
chr3,84000001,85000000,3p,0.34716,0.972964406154485,104
chr3,85000001,86000000,3p,0.340432,0.975071453237953,0
chr3,86000001,87000000,3p,0.352006,0.978968196190557,0
chr3,87000001,88000000,3p,0.361417,0.966732158450828,0
chr3,88000001,89000000,3p,0.3593,0.96379844520916,0
chr3,89000001,90000000,3p,0.352914,0.953795724198283,0
chr3,94000001,95000000,3q,0.353715,0.965816139323171,0
chr3,95000001,96000000,3q,0.344295,0.967205730304738,0
chr3,96000001,97000000,3q,0.354636,0.969474378061638,2219
chr3,97000001,98000000,3q,0.363904,0.965860213608156,0
chr3,98000001,99000000,3q,0.377922,0.95491969021082,0
chr3,99000001,100000000,3q,0.384403,0.967507102084532,326
chr3,100000001,101000000,3q,0.383708,0.961753502555301,0
chr3,101000001,102000000,3q,0.392193,0.952701274881733,0
chr3,102000001,103000000,3q,0.358919,0.969824711666074,0
chr3,103000001,104000000,3q,0.345171,0.97800092774396,0
chr3,104000001,105000000,3q,0.353659,0.988500112594604,0
chr3,105000001,106000000,3q,0.363352,0.975244604623962,0
chr3,106000001,107000000,3q,0.370609,0.969183646664433,0
chr3,107000001,108000000,3q,0.386891,0.970364428053069,0
chr3,108000001,109000000,3q,0.38139,0.96694444930022,275
chr3,109000001,110000000,3q,0.374086,0.955443218304851,0
chr3,110000001,111000000,3q,0.365788,0.967489304803481,0
chr3,111000001,112000000,3q,0.387169,0.960628024114923,0
chr3,112000001,113000000,3q,0.395986,0.962343382191124,0
chr3,113000001,114000000,3q,0.397439,0.973893843663725,0
chr3,114000001,115000000,3q,0.36522,0.986597079856455,0
chr3,115000001,116000000,3q,0.380372,0.969584912698893,0
chr3,116000001,117000000,3q,0.370192,0.970052108742925,0
chr3,117000001,118000000,3q,0.366026,0.983032542692002,86
chr3,118000001,119000000,3q,0.386468,0.954907154043851,0
chr3,119000001,120000000,3q,0.406382,0.986348286954824,81
chr3,120000001,121000000,3q,0.387314,0.935599114811171,0
chr3,121000001,122000000,3q,0.393714,0.946648207216331,0
chr3,122000001,123000000,3q,0.421883,0.978167216552,128
chr3,123000001,124000000,3q,0.44527,0.980495308711009,0
chr3,124000001,125000000,3q,0.435326,0.982920045682008,0
chr3,125000001,126000000,3q,0.436999,0.895422948852071,14329
chr3,126000001,127000000,3q,0.486105,0.973220841918731,0
chr3,127000001,128000000,3q,0.465677,0.989415020916167,0
chr3,128000001,129000000,3q,0.48786,0.975056950334652,0
chr3,129000001,130000000,3q,0.460824,0.897044255120005,0
chr3,130000001,131000000,3q,0.384732,0.96275163765496,0
chr3,131000001,132000000,3q,0.391858,0.959988593448305,155
chr3,132000001,133000000,3q,0.388476,0.941801536836116,0
chr3,133000001,134000000,3q,0.433216,0.966020845150106,0
chr3,134000001,135000000,3q,0.44275,0.974515166164862,0
chr3,135000001,136000000,3q,0.408419,0.948157327190908,0
chr3,136000001,137000000,3q,0.403047,0.952906827758425,26
chr3,137000001,138000000,3q,0.398454,0.947041481212607,0
chr3,138000001,139000000,3q,0.430885,0.966292859077013,157
chr3,139000001,140000000,3q,0.423022,0.970774051460365,0
chr3,140000001,141000000,3q,0.421625,0.974124583787978,0
chr3,141000001,142000000,3q,0.412962,0.973883270747154,551
chr3,142000001,143000000,3q,0.392882,0.972553856394188,89
chr3,143000001,144000000,3q,0.384087,0.975834392494758,0
chr3,144000001,145000000,3q,0.351757,0.97869727871618,0
chr3,145000001,146000000,3q,0.353674,0.966901468930995,0
chr3,146000001,147000000,3q,0.357492,0.966150736966414,0
chr3,147000001,148000000,3q,0.362445,0.983720917083779,0
chr3,148000001,149000000,3q,0.374482,0.963464067546958,120
chr3,149000001,150000000,3q,0.396665,0.984679270556957,0
chr3,150000001,151000000,3q,0.400573,0.976661125257582,0
chr3,151000001,152000000,3q,0.370081,0.975393453696841,0
chr3,152000001,153000000,3q,0.378601,0.975470700276586,0
chr3,153000001,154000000,3q,0.373963,0.954430629650506,0
chr3,154000001,155000000,3q,0.371352,0.961614865129289,0
chr3,155000001,156000000,3q,0.39894,0.962285331504886,0
chr3,156000001,157000000,3q,0.39449,0.977908935579039,0
chr3,157000001,158000000,3q,0.380803,0.953706530871066,0
chr3,158000001,159000000,3q,0.384528,0.952827157263829,47
chr3,159000001,160000000,3q,0.402073,0.961788082358304,0
chr3,160000001,161000000,3q,0.382674,0.970040127280342,103
chr3,161000001,162000000,3q,0.365107,0.981283873779499,0
chr3,162000001,163000000,3q,0.347466,0.962258857582008,0
chr3,163000001,164000000,3q,0.348137,0.964608814935581,30
chr3,164000001,165000000,3q,0.343736,0.974943214036142,0
chr3,165000001,166000000,3q,0.348009,0.956023029639962,0
chr3,166000001,167000000,3q,0.355054,0.965307103471836,0
chr3,167000001,168000000,3q,0.367004,0.977588584193603,0
chr3,168000001,169000000,3q,0.360163,0.978570660440328,0
chr3,169000001,170000000,3q,0.394151,0.97669706486933,0
chr3,170000001,171000000,3q,0.405409,0.959691335695453,0
chr3,171000001,172000000,3q,0.396324,0.978236829568391,0
chr3,172000001,173000000,3q,0.387352,0.983046900442671,149
chr3,173000001,174000000,3q,0.355286,0.980101714356483,102
chr3,174000001,175000000,3q,0.355005,0.976507846544843,0
chr3,175000001,176000000,3q,0.353425,0.964087787299116,0
chr3,176000001,177000000,3q,0.383048,0.969292669937401,0
chr3,177000001,178000000,3q,0.388327,0.974558498787937,0
chr3,178000001,179000000,3q,0.381542,0.962052919055124,0
chr3,179000001,180000000,3q,0.394307,0.979121533245121,332
chr3,180000001,181000000,3q,0.375656,0.963819874358713,0
chr3,181000001,182000000,3q,0.384788,0.983828013815427,0
chr3,182000001,183000000,3q,0.395614,0.975276305149153,0
chr3,183000001,184000000,3q,0.448168,0.98056946171788,0
chr3,184000001,185000000,3q,0.449033,0.984519550755726,0
chr3,185000001,186000000,3q,0.428428,0.976547847480459,0
chr3,186000001,187000000,3q,0.432976,0.971760475472588,237
chr3,187000001,188000000,3q,0.414991,0.971289454758361,112
chr3,188000001,189000000,3q,0.389959,0.971470272582065,0
chr3,189000001,190000000,3q,0.376931,0.982552837307152,0
chr3,190000001,191000000,3q,0.368387,0.978742201527226,0
chr3,191000001,192000000,3q,0.368734,0.97243616830825,0
chr3,192000001,193000000,3q,0.388438,0.973295669653277,0
chr3,193000001,194000000,3q,0.427618,0.986998493356451,0
chr3,194000001,195000000,3q,0.465603,0.978930750081173,0
chr3,195000001,196000000,3q,0.467146,0.881328660717514,48
chr3,196000001,197000000,3q,0.429716,0.974807152933905,151
chr3,197000001,198000000,3q,0.42888,0.85042204123457,0
chr4,1000001,2000000,4p,0.515657,0.97722466822318,0
chr4,2000001,3000000,4p,0.491295,0.980471697696836,0
chr4,3000001,4000000,4p,0.51658,0.932507302202928,0
chr4,4000001,5000000,4p,0.457646,0.915722673085684,0
chr4,5000001,6000000,4p,0.448741,0.951098605424701,0
chr4,6000001,7000000,4p,0.498609,0.985041545609732,0
chr4,7000001,8000000,4p,0.516283,0.988069414683997,389
chr4,8000001,9000000,4p,0.518414,0.960732175903524,595
chr4,9000001,10000000,4p,0.432163,0.690982453374375,0
chr4,10000001,11000000,4p,0.426932,0.980379918252065,123
chr4,11000001,12000000,4p,0.389819,0.943503113228368,0
chr4,12000001,13000000,4p,0.372947,0.959851845543126,16303
chr4,13000001,14000000,4p,0.398207,0.976257473528805,0
chr4,14000001,15000000,4p,0.388842,0.954845547957931,0
chr4,15000001,16000000,4p,0.402412,0.970231411724106,0
chr4,16000001,17000000,4p,0.405904,0.970651119448652,71
chr4,17000001,18000000,4p,0.407891,0.978990100123513,284
chr4,18000001,19000000,4p,0.376609,0.971548207547548,0
chr4,19000001,20000000,4p,0.364087,0.966583227868753,0
chr4,20000001,21000000,4p,0.371393,0.978830965212649,0
chr4,21000001,22000000,4p,0.376066,0.968280956815224,184
chr4,22000001,23000000,4p,0.385435,0.966561096114192,0
chr4,23000001,24000000,4p,0.373404,0.978312875773117,0
chr4,24000001,25000000,4p,0.416789,0.981001115160722,0
chr4,25000001,26000000,4p,0.432331,0.989234221490556,0
chr4,26000001,27000000,4p,0.402626,0.967927917854875,0
chr4,27000001,28000000,4p,0.374831,0.975941533633049,152
chr4,28000001,29000000,4p,0.35521,0.986728258086704,0
chr4,29000001,30000000,4p,0.343486,0.983900275342645,0
chr4,30000001,31000000,4p,0.35422,0.989729130228191,0
chr4,31000001,32000000,4p,0.345226,0.99149050864301,0
chr4,32000001,33000000,4p,0.344763,0.985718941614816,0
chr4,33000001,34000000,4p,0.348583,0.986641257216227,0
chr4,34000001,35000000,4p,0.342684,0.986797872401137,0
chr4,35000001,36000000,4p,0.349677,0.979938187033298,0
chr4,36000001,37000000,4p,0.364564,0.98030075459283,0
chr4,37000001,38000000,4p,0.401742,0.973245893031388,0
chr4,38000001,39000000,4p,0.420811,0.977953357550189,0
chr4,39000001,40000000,4p,0.408907,0.977747663436648,0
chr4,40000001,41000000,4p,0.430843,0.981443214349836,22
chr4,41000001,42000000,4p,0.407671,0.97982023201725,0
chr4,42000001,43000000,4p,0.39212,0.98159224072948,93
chr4,43000001,44000000,4p,0.358538,0.961842050005556,0
chr4,44000001,45000000,4p,0.360843,0.969052991781216,0
chr4,45000001,46000000,4p,0.352775,0.972542393885256,0
chr4,46000001,47000000,4p,0.357755,0.966817344305947,0
chr4,47000001,48000000,4p,0.373692,0.979045853243623,0
chr4,48000001,49000000,4p,0.392708,0.955454661587429,0
chr4,53000001,54000000,4q,0.407463,0.930721195881347,0
chr4,54000001,55000000,4q,0.400762,0.926615797145743,155
chr4,55000001,56000000,4q,0.41189,0.967433429784613,0
chr4,56000001,57000000,4q,0.391752,0.968427595418083,0
chr4,57000001,58000000,4q,0.420339,0.97147394903385,0
chr4,58000001,59000000,4q,0.382207,0.93885608614382,54
chr4,59000001,60000000,4q,0.333028,0.964249742215156,172
chr4,60000001,61000000,4q,0.347781,0.958187991018273,0
chr4,61000001,62000000,4q,0.351763,0.963173997162743,0
chr4,62000001,63000000,4q,0.353317,0.964935579105335,0
chr4,63000001,64000000,4q,0.353454,0.965092195832311,0
chr4,64000001,65000000,4q,0.341979,0.960493020015286,13298
chr4,65000001,66000000,4q,0.347683,0.961369096151204,0
chr4,66000001,67000000,4q,0.34453,0.957094383334901,0
chr4,67000001,68000000,4q,0.352491,0.965911472912819,0
chr4,68000001,69000000,4q,0.373254,0.962397330932664,2588
chr4,69000001,70000000,4q,0.365502,0.945368178022203,0
chr4,70000001,71000000,4q,0.353377,0.919759286761396,172
chr4,71000001,72000000,4q,0.38383,0.950737883217344,70
chr4,72000001,73000000,4q,0.372169,0.965494437254877,0
chr4,73000001,74000000,4q,0.372656,0.949268795992366,0
chr4,74000001,75000000,4q,0.373857,0.970695294240672,0
chr4,75000001,76000000,4q,0.367758,0.93640622354708,0
chr4,76000001,77000000,4q,0.398892,0.940940077983416,522
chr4,77000001,78000000,4q,0.407794,0.985402011936177,155
chr4,78000001,79000000,4q,0.403903,0.965465661065176,779
chr4,79000001,80000000,4q,0.387867,0.950142026943015,0
chr4,80000001,81000000,4q,0.360177,0.95698321195345,80
chr4,81000001,82000000,4q,0.365539,0.973443710276847,0
chr4,82000001,83000000,4q,0.388084,0.965154396995406,0
chr4,83000001,84000000,4q,0.410155,0.969031861203236,0
chr4,84000001,85000000,4q,0.398222,0.967702879254311,0
chr4,85000001,86000000,4q,0.38053,0.96641763698323,0
chr4,86000001,87000000,4q,0.370441,0.962447987652582,155
chr4,87000001,88000000,4q,0.382967,0.954535377060508,0
chr4,88000001,89000000,4q,0.393327,0.960048843324317,0
chr4,89000001,90000000,4q,0.395781,0.975273349449915,0
chr4,90000001,91000000,4q,0.371016,0.977538571432144,0
chr4,91000001,92000000,4q,0.352041,0.958068933737751,0
chr4,92000001,93000000,4q,0.35469,0.94224258353172,0
chr4,93000001,94000000,4q,0.345671,0.970550583281819,703
chr4,94000001,95000000,4q,0.357951,0.957412814950217,0
chr4,95000001,96000000,4q,0.375704,0.960215319374379,0
chr4,96000001,97000000,4q,0.368059,0.9631337426816,0
chr4,97000001,98000000,4q,0.352649,0.970870875203549,0
chr4,98000001,99000000,4q,0.358371,0.942646628493622,0
chr4,99000001,100000000,4q,0.390537,0.967431885015798,0
chr4,100000001,101000000,4q,0.385103,0.95098121754572,0
chr4,101000001,102000000,4q,0.367953,0.980966106420086,0
chr4,102000001,103000000,4q,0.362514,0.972252022243295,0
chr4,103000001,104000000,4q,0.383546,0.941818152431973,0
chr4,104000001,105000000,4q,0.363367,0.93705593972617,314
chr4,105000001,106000000,4q,0.358408,0.959739315568649,0
chr4,106000001,107000000,4q,0.370846,0.963271364879778,0
chr4,107000001,108000000,4q,0.36166,0.945017717527631,522
chr4,108000001,109000000,4q,0.381367,0.972061148361445,0
chr4,109000001,110000000,4q,0.394302,0.977860189245605,0
chr4,110000001,111000000,4q,0.389983,0.970128776826743,0
chr4,111000001,112000000,4q,0.384862,0.955678299854891,0
chr4,112000001,113000000,4q,0.357606,0.947174532538291,206
chr4,113000001,114000000,4q,0.392817,0.96498257650088,0
chr4,114000001,115000000,4q,0.366707,0.971904597094568,0
chr4,115000001,116000000,4q,0.357725,0.98367925547442,0
chr4,116000001,117000000,4q,0.341975,0.976534123021545,0
chr4,117000001,118000000,4q,0.342997,0.972178852112591,89
chr4,118000001,119000000,4q,0.352397,0.963160133617198,0
chr4,119000001,120000000,4q,0.385422,0.844239889701321,0
chr4,120000001,121000000,4q,0.375097,0.90415372958939,166
chr4,121000001,122000000,4q,0.368044,0.964795956646114,0
chr4,122000001,123000000,4q,0.3805,0.98086809938029,0
chr4,123000001,124000000,4q,0.37785,0.952768442315473,0
chr4,124000001,125000000,4q,0.379317,0.973221782474512,29
chr4,125000001,126000000,4q,0.358648,0.969489420604712,0
chr4,126000001,127000000,4q,0.353005,0.977759302649749,0
chr4,127000001,128000000,4q,0.353655,0.957591663456589,0
chr4,128000001,129000000,4q,0.379675,0.950761970476499,0
chr4,129000001,130000000,4q,0.397221,0.963793408341872,0
chr4,130000001,131000000,4q,0.364179,0.958016337284583,0
chr4,131000001,132000000,4q,0.346041,0.982305784198175,0
chr4,132000001,133000000,4q,0.355506,0.822768278278066,0
chr4,133000001,134000000,4q,0.345919,0.968033699074985,0
chr4,134000001,135000000,4q,0.346873,0.979164405244129,566
chr4,135000001,136000000,4q,0.343994,0.970152893614189,0
chr4,136000001,137000000,4q,0.341102,0.968857808276425,92
chr4,137000001,138000000,4q,0.349787,0.987043836477315,0
chr4,138000001,139000000,4q,0.353847,0.975969589401926,0
chr4,139000001,140000000,4q,0.391427,0.97225103222421,0
chr4,140000001,141000000,4q,0.414438,0.982989880134892,0
chr4,141000001,142000000,4q,0.397357,0.958074365611093,0
chr4,142000001,143000000,4q,0.373848,0.960376197664776,137
chr4,143000001,144000000,4q,0.367179,0.968092801342559,0
chr4,144000001,145000000,4q,0.382981,0.880152146223085,0
chr4,145000001,146000000,4q,0.372625,0.941269228761844,0
chr4,146000001,147000000,4q,0.396581,0.959274091486835,0
chr4,147000001,148000000,4q,0.381031,0.961635715097777,0
chr4,148000001,149000000,4q,0.395469,0.969023050570635,0
chr4,149000001,150000000,4q,0.379518,0.974882409179833,0
chr4,150000001,151000000,4q,0.364807,0.955834174407606,400
chr4,151000001,152000000,4q,0.375438,0.978472542262749,0
chr4,152000001,153000000,4q,0.413599,0.975966813708775,0
chr4,153000001,154000000,4q,0.403789,0.983057611444443,0
chr4,154000001,155000000,4q,0.414147,0.984030313662248,165
chr4,155000001,156000000,4q,0.381692,0.975127083575038,64
chr4,156000001,157000000,4q,0.369612,0.983655012695704,13488
chr4,157000001,158000000,4q,0.360375,0.976361709382464,0
chr4,158000001,159000000,4q,0.354609,0.968445504009208,0
chr4,159000001,160000000,4q,0.388126,0.951491465118544,0
chr4,160000001,161000000,4q,0.380081,0.965212882899498,0
chr4,161000001,162000000,4q,0.34875,0.957229624775794,0
chr4,162000001,163000000,4q,0.342988,0.97869849497466,82
chr4,163000001,164000000,4q,0.355157,0.983385348704424,175
chr4,164000001,165000000,4q,0.367088,0.964484662546498,0
chr4,165000001,166000000,4q,0.380837,0.930468985784634,0
chr4,166000001,167000000,4q,0.378603,0.964302838996696,0
chr4,167000001,168000000,4q,0.351231,0.946725840092704,939
chr4,168000001,169000000,4q,0.356579,0.958955685357017,0
chr4,169000001,170000000,4q,0.389317,0.982188469694937,0
chr4,170000001,171000000,4q,0.395677,0.967428615726692,0
chr4,171000001,172000000,4q,0.365654,0.947310983948604,0
chr4,172000001,173000000,4q,0.351518,0.984382347329479,0
chr4,173000001,174000000,4q,0.369127,0.983203531071087,0
chr4,174000001,175000000,4q,0.385302,0.974544097519373,0
chr4,175000001,176000000,4q,0.363299,0.973757175441298,0
chr4,176000001,177000000,4q,0.360075,0.978965916925421,0
chr4,177000001,178000000,4q,0.367362,0.981403210210516,0
chr4,178000001,179000000,4q,0.369598,0.976021362772807,0
chr4,179000001,180000000,4q,0.351261,0.977109905449232,0
chr4,180000001,181000000,4q,0.356832,0.977065951878356,0
chr4,181000001,182000000,4q,0.363176,0.984040450357116,0
chr4,182000001,183000000,4q,0.382989,0.973396581801014,0
chr4,183000001,184000000,4q,0.405279,0.97331036165734,0
chr4,184000001,185000000,4q,0.425267,0.979466510671182,0
chr4,185000001,186000000,4q,0.438515,0.976986142718648,0
chr4,186000001,187000000,4q,0.409234,0.984571099222538,27
chr4,187000001,188000000,4q,0.416113,0.949630317862161,0
chr4,188000001,189000000,4q,0.391767,0.975677287949288,0
chr4,189000001,190000000,4q,0.39835,0.968290710316078,0
chr4,190000001,191000000,4q,0.413376,0.911605097103902,0
chr5,1000001,2000000,5p,0.536477,0.954808873229272,92
chr5,2000001,3000000,5p,0.451496,0.99080745692298,0
chr5,3000001,4000000,5p,0.440495,0.981371820414157,2295
chr5,4000001,5000000,5p,0.399891,0.977424401152631,0
chr5,5000001,6000000,5p,0.419496,0.988271728984504,0
chr5,6000001,7000000,5p,0.440829,0.987536098087804,0
chr5,7000001,8000000,5p,0.405744,0.949712685033627,0
chr5,8000001,9000000,5p,0.385162,0.966408890741106,0
chr5,9000001,10000000,5p,0.404365,0.977585569358692,0
chr5,10000001,11000000,5p,0.441114,0.98235540535423,1559
chr5,11000001,12000000,5p,0.390288,0.990840198689721,0
chr5,12000001,13000000,5p,0.356109,0.977689769205906,326
chr5,13000001,14000000,5p,0.380966,0.982212265628771,0
chr5,14000001,15000000,5p,0.431989,0.988653747702966,0
chr5,15000001,16000000,5p,0.392434,0.967672943188012,0
chr5,16000001,17000000,5p,0.419697,0.969181336405475,0
chr5,17000001,18000000,5p,0.387319,0.945067285056979,0
chr5,18000001,19000000,5p,0.356397,0.972798396096746,0
chr5,19000001,20000000,5p,0.34972,0.976296481562215,0
chr5,20000001,21000000,5p,0.351503,0.89070187689824,0
chr5,21000001,22000000,5p,0.356504,0.835927796286777,0
chr5,22000001,23000000,5p,0.354026,0.94137407903567,0
chr5,23000001,24000000,5p,0.354443,0.986693596802134,18708
chr5,24000001,25000000,5p,0.350969,0.982633562865014,0
chr5,25000001,26000000,5p,0.349134,0.96455966818822,0
chr5,26000001,27000000,5p,0.349315,0.980701964348638,0
chr5,27000001,28000000,5p,0.344847,0.979468800514562,0
chr5,28000001,29000000,5p,0.34893,0.962781254295408,0
chr5,29000001,30000000,5p,0.346544,0.96771361784855,0
chr5,30000001,31000000,5p,0.356301,0.964313850128759,0
chr5,31000001,32000000,5p,0.416952,0.989180865070118,0
chr5,32000001,33000000,5p,0.422013,0.968952016980148,0
chr5,33000001,34000000,5p,0.396076,0.96521549538768,0
chr5,34000001,35000000,5p,0.398861,0.824840100530158,341
chr5,35000001,36000000,5p,0.392439,0.959976294730268,0
chr5,36000001,37000000,5p,0.388683,0.975868775558438,0
chr5,37000001,38000000,5p,0.400771,0.954978976624733,0
chr5,38000001,39000000,5p,0.408066,0.980690704819842,0
chr5,39000001,40000000,5p,0.374713,0.967970919604517,0
chr5,40000001,41000000,5p,0.383465,0.967713467701423,0
chr5,41000001,42000000,5p,0.375553,0.954450160263209,89
chr5,42000001,43000000,5p,0.383589,0.949469510165631,0
chr5,43000001,44000000,5p,0.402801,0.937910566669206,0
chr5,44000001,45000000,5p,0.364065,0.959770624886166,0
chr5,45000001,46000000,5p,0.357059,0.936836125163446,74396
chr5,50000001,51000000,5q,0.360863,0.966557386373022,0
chr5,51000001,52000000,5q,0.352366,0.954201128428673,79
chr5,52000001,53000000,5q,0.379827,0.961874169688952,56
chr5,53000001,54000000,5q,0.399395,0.970562877827373,0
chr5,54000001,55000000,5q,0.400203,0.968676802734881,0
chr5,55000001,56000000,5q,0.414857,0.974337142017284,0
chr5,56000001,57000000,5q,0.40209,0.971508878842126,0
chr5,57000001,58000000,5q,0.378921,0.94470182014516,0
chr5,58000001,59000000,5q,0.377867,0.978883641592677,27
chr5,59000001,60000000,5q,0.377675,0.961801694288023,0
chr5,60000001,61000000,5q,0.394018,0.96705120427041,0
chr5,61000001,62000000,5q,0.401289,0.962001692984955,0
chr5,62000001,63000000,5q,0.371133,0.940650089231428,291
chr5,63000001,64000000,5q,0.375027,0.957218917496492,0
chr5,64000001,65000000,5q,0.369588,0.967753792477487,0
chr5,65000001,66000000,5q,0.395904,0.962155443358465,346
chr5,66000001,67000000,5q,0.388142,0.976656486597576,0
chr5,67000001,68000000,5q,0.396256,0.946267101146967,0
chr5,68000001,69000000,5q,0.415998,0.856482683608863,0
chr5,69000001,70000000,5q,0.379908,0.217069320143361,0
chr5,70000001,71000000,5q,0.390745,0.481665853954518,0
chr5,71000001,72000000,5q,0.409989,0.977797415451619,331
chr5,72000001,73000000,5q,0.406864,0.981662887014577,0
chr5,73000001,74000000,5q,0.408749,0.984724692550907,0
chr5,74000001,75000000,5q,0.389248,0.952517307639977,0
chr5,75000001,76000000,5q,0.403724,0.951377036494757,0
chr5,76000001,77000000,5q,0.412342,0.965708448554927,0
chr5,77000001,78000000,5q,0.39649,0.968385753047178,0
